images_path,images_label,images_predicted_label
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-240.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-700.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-752.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1264.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1031.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-232.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1183.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1028.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-166.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1050.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-855.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-55.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-757.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-353.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-732.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-69.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1155.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-400.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-744.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-433.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-816.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-519.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-999.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-308.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-690.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-305.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1345.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-896.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-972.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-83.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-222.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-132.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1132.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-606.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-384.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-236.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-882.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-750.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-818.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-617.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-643.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1004.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1277.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-627.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1330.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1207.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1271.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-803.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-755.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1259.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-441.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-31.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1198.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-745.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-965.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1108.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-717.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-597.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-330.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-426.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-694.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-872.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1248.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-205.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-494.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-42.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-47.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1315.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-452.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-514.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-865.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-301.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-393.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1201.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-127.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-497.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1013.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-20.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-24.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-924.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-122.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-695.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-639.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-830.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1077.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1174.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-264.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1007.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1252.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1256.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1311.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1236.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1325.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-869.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-796.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-589.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1298.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-960.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-598.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-394.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-730.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-459.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-475.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-202.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-590.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-959.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1224.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-863.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1245.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-398.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-349.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-233.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-403.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1247.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-739.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-468.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-76.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-728.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-210.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1331.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-187.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1096.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-929.png,pneumonia,covid
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-879.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1009.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1312.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-254.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-360.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-134.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-381.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-279.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1318.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-657.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-309.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1109.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-835.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1092.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1221.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-922.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-670.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-887.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-153.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1344.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-827.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1286.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1021.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-944.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-613.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-969.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-832.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-351.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1152.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1338.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-845.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-516.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-794.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-86.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-756.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-642.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1114.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-774.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-668.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-528.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-607.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-443.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1026.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1035.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1061.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-857.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-810.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1046.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-925.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-729.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-609.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1073.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1230.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-176.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1254.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-376.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1309.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-776.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-206.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1193.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-130.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-529.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1238.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-464.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-895.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-212.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-819.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-811.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-380.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1075.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-388.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-307.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-333.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-150.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1022.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-88.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-361.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-532.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-218.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1150.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-160.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1308.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-586.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1024.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-883.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-740.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-125.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-983.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-237.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1200.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-343.png,pneumonia,covid
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-291.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-663.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-934.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-147.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1273.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1322.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-873.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-736.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-791.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-481.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1016.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-326.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-146.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-558.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1189.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1055.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-170.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-217.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-288.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-547.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-163.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-483.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-92.png,pneumonia,covid
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-709.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1139.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-792.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-71.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-783.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-848.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1072.png,pneumonia,normal
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-286.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-891.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-89.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-705.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-495.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-909.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-107.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-193.png,pneumonia,pneumonia
../COVID-19_Radiography_Dataset/Viral Pneumonia/images\Viral Pneumonia-1251.png,pneumonia,pneumonia
